type_of_water_source,town_name,province_name,location_type,number_of_people_served,time_in_queue,results
well,Rural,Hawassa,Rural,202,0,Contaminated: Biological
well,Rural,Akatsi,Rural,212,0,Clean
tap_in_home,Isiqalo,Kilimani,Urban,624,0,
river,Rural,Sokoto,Rural,822,23,
tap_in_home,Rural,Kilimani,Rural,770,0,
tap_in_home,Rural,Hawassa,Rural,436,0,
river,Amara,Kilimani,Urban,908,24,
well,Rural,Hawassa,Rural,264,0,Clean
river,Rural,Sokoto,Rural,856,11,
tap_in_home_broken,Pwani,Amanzi,Urban,712,0,
tap_in_home,Amina,Amanzi,Urban,704,0,
river,Rural,Sokoto,Rural,882,22,
well,Rural,Kilimani,Rural,294,0,Contaminated: Biological
tap_in_home,Pwani,Amanzi,Urban,576,0,
well,Rural,Akatsi,Rural,222,0,Clean
tap_in_home,Lusaka,Akatsi,Urban,722,0,
well,Amara,Kilimani,Urban,300,0,Contaminated: Chemical
tap_in_home,Rural,Akatsi,Rural,816,0,
well,Rural,Akatsi,Rural,230,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,348,0,Contaminated: Biological
well,Rural,Amanzi,Rural,260,0,Contaminated: Chemical
tap_in_home,Zanzibar,Hawassa,Urban,736,0,
shared_tap,Rural,Akatsi,Rural,1534,22,
well,Asmara,Amanzi,Urban,250,0,Clean
well,Rural,Kilimani,Rural,312,0,Clean
well,Rural,Amanzi,Rural,218,0,Clean
river,Rural,Kilimani,Rural,464,26,
tap_in_home_broken,Rural,Kilimani,Rural,404,0,
well,Rural,Kilimani,Rural,222,0,Contaminated: Biological
shared_tap,Zuri,Kilimani,Urban,766,78,
well,Rural,Kilimani,Rural,232,0,Contaminated: Chemical
well,Djenne,Hawassa,Urban,290,0,Contaminated: Chemical
shared_tap,Rural,Hawassa,Rural,1476,130,
well,Rural,Kilimani,Rural,300,0,Clean
shared_tap,Rural,Sokoto,Rural,2784,29,
shared_tap,Rural,Kilimani,Rural,716,75,
shared_tap,Rural,Kilimani,Rural,3308,30,
tap_in_home_broken,Rural,Sokoto,Rural,744,0,
tap_in_home_broken,Rural,Hawassa,Rural,430,0,
tap_in_home,Isiqalo,Kilimani,Urban,838,0,
tap_in_home,Pwani,Amanzi,Urban,362,0,
tap_in_home,Deka,Hawassa,Urban,666,0,
tap_in_home,Pwani,Amanzi,Urban,616,0,
well,Serowe,Hawassa,Urban,164,0,Clean
well,Rural,Sokoto,Rural,238,0,Contaminated: Biological
tap_in_home,Mrembo,Kilimani,Urban,850,0,
river,Rural,Sokoto,Rural,416,10,
river,Rural,Sokoto,Rural,536,15,
well,Rural,Hawassa,Rural,272,0,Contaminated: Biological
tap_in_home,Kofi,Sokoto,Urban,532,0,
well,Mrembo,Kilimani,Urban,326,0,Contaminated: Biological
well,Rural,Sokoto,Rural,264,0,Contaminated: Biological
tap_in_home_broken,Ilanga,Sokoto,Urban,804,0,
shared_tap,Rural,Sokoto,Rural,2324,191,
tap_in_home_broken,Ilanga,Sokoto,Urban,364,0,
tap_in_home,Rural,Amanzi,Rural,442,0,
tap_in_home_broken,Abidjan,Amanzi,Urban,422,0,
well,Kintampo,Akatsi,Urban,248,0,Contaminated: Biological
tap_in_home,Rural,Amanzi,Rural,704,0,
tap_in_home_broken,Rural,Kilimani,Rural,634,0,
tap_in_home,Dahabu,Amanzi,Urban,476,0,
shared_tap,Rural,Akatsi,Rural,1164,107,
well,Rural,Hawassa,Rural,294,0,Contaminated: Biological
tap_in_home,Harare,Akatsi,Urban,328,0,
well,Rural,Akatsi,Rural,308,0,Clean
shared_tap,Rural,Sokoto,Rural,3278,30,
shared_tap,Rural,Kilimani,Rural,942,91,
well,Rural,Sokoto,Rural,320,0,Contaminated: Chemical
well,Serowe,Hawassa,Urban,296,0,Clean
well,Rural,Kilimani,Rural,168,0,Contaminated: Chemical
tap_in_home_broken,Zanzibar,Hawassa,Urban,818,0,
tap_in_home,Lusaka,Akatsi,Urban,912,0,
tap_in_home,Zuri,Kilimani,Urban,978,0,
shared_tap,Rural,Akatsi,Rural,3830,240,
well,Rural,Akatsi,Rural,244,0,Contaminated: Chemical
tap_in_home_broken,Rural,Sokoto,Rural,538,0,
well,Amara,Kilimani,Urban,324,0,Contaminated: Chemical
tap_in_home_broken,Pwani,Amanzi,Urban,716,0,
tap_in_home,Rural,Sokoto,Rural,804,0,
shared_tap,Asmara,Amanzi,Urban,1444,127,
well,Rural,Akatsi,Rural,220,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,322,0,Contaminated: Chemical
shared_tap,Rural,Kilimani,Rural,850,19,
tap_in_home,Rural,Akatsi,Rural,908,0,
shared_tap,Rural,Sokoto,Rural,3662,30,
well,Zuri,Kilimani,Urban,200,0,Contaminated: Biological
river,Harare,Kilimani,Urban,624,18,
tap_in_home,Amina,Hawassa,Urban,310,0,
shared_tap,Rural,Sokoto,Rural,2204,26,
well,Rural,Kilimani,Rural,238,0,Contaminated: Chemical
tap_in_home,Rural,Sokoto,Rural,504,0,
shared_tap,Rural,Sokoto,Rural,2644,214,
tap_in_home_broken,Rural,Hawassa,Rural,626,0,
river,Amina,Amanzi,Urban,426,25,
well,Rural,Sokoto,Rural,378,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,346,0,Contaminated: Chemical
well,Rural,Sokoto,Rural,294,0,Contaminated: Biological
tap_in_home,Rural,Amanzi,Rural,798,0,
well,Rural,Amanzi,Rural,238,0,Clean
shared_tap,Rural,Hawassa,Rural,1824,24,
tap_in_home_broken,Amina,Amanzi,Urban,614,0,
shared_tap,Rural,Kilimani,Rural,210,38,
tap_in_home,Rural,Kilimani,Rural,408,0,
tap_in_home_broken,Harare,Kilimani,Urban,638,0,
river,Rural,Kilimani,Rural,796,18,
well,Rural,Akatsi,Rural,166,0,Clean
tap_in_home,Rural,Akatsi,Rural,866,0,
tap_in_home_broken,Rural,Amanzi,Rural,392,0,
tap_in_home,Harare,Kilimani,Urban,998,0,
well,Rural,Hawassa,Rural,332,0,Contaminated: Biological
river,Rural,Sokoto,Rural,586,24,
well,Cheche,Sokoto,Urban,190,0,Contaminated: Chemical
shared_tap,Rural,Hawassa,Rural,1408,125,
tap_in_home,Rural,Hawassa,Rural,772,0,
well,Rural,Amanzi,Rural,348,0,Clean
river,Rural,Akatsi,Rural,758,6,
tap_in_home_broken,Rural,Amanzi,Rural,414,0,
well,Serowe,Hawassa,Urban,222,0,Clean
well,Rural,Akatsi,Rural,302,0,Contaminated: Chemical
well,Isiqalo,Kilimani,Urban,230,0,Contaminated: Biological
well,Rural,Sokoto,Rural,250,0,Contaminated: Biological
tap_in_home,Kofi,Sokoto,Urban,826,0,
well,Amina,Amanzi,Urban,394,0,Contaminated: Chemical
tap_in_home,Rural,Kilimani,Rural,644,0,
well,Rural,Amanzi,Rural,382,0,Contaminated: Chemical
well,Lusaka,Akatsi,Urban,230,0,Clean
shared_tap,Rural,Kilimani,Rural,1530,22,
well,Rural,Hawassa,Rural,268,0,Contaminated: Biological
well,Harare,Kilimani,Urban,322,0,Contaminated: Biological
tap_in_home,Rural,Amanzi,Rural,998,0,
well,Rural,Sokoto,Rural,204,0,Clean
shared_tap,Rural,Kilimani,Rural,2734,29,
well,Rural,Sokoto,Rural,346,0,Contaminated: Biological
tap_in_home_broken,Harare,Kilimani,Urban,440,0,
well,Amina,Hawassa,Urban,176,0,Contaminated: Chemical
tap_in_home,Rural,Sokoto,Rural,306,0,
tap_in_home_broken,Marang,Sokoto,Urban,720,0,
shared_tap,Harare,Kilimani,Urban,3314,240,
well,Mrembo,Kilimani,Urban,328,0,Contaminated: Biological
well,Rural,Hawassa,Rural,320,0,Contaminated: Biological
river,Rural,Hawassa,Rural,622,6,
well,Rural,Akatsi,Rural,318,0,Contaminated: Chemical
river,Bahari,Sokoto,Urban,576,13,
tap_in_home,Pwani,Amanzi,Urban,580,0,
well,Rural,Akatsi,Rural,284,0,Contaminated: Chemical
well,Rural,Sokoto,Rural,392,0,Contaminated: Chemical
tap_in_home,Ilanga,Sokoto,Urban,916,0,
tap_in_home,Rural,Amanzi,Rural,992,0,
shared_tap,Rural,Kilimani,Rural,3004,30,
river,Rural,Amanzi,Rural,504,20,
river,Rural,Sokoto,Rural,552,25,
well,Rural,Akatsi,Rural,290,0,Contaminated: Chemical
well,Rural,Amanzi,Rural,370,0,Contaminated: Chemical
river,Amara,Kilimani,Urban,580,22,
well,Rural,Kilimani,Rural,242,0,Clean
well,Amina,Hawassa,Urban,298,0,Contaminated: Biological
well,Rural,Kilimani,Rural,270,0,Contaminated: Chemical
shared_tap,Rural,Akatsi,Rural,350,16,
river,Rural,Sokoto,Rural,650,28,
shared_tap,Pwani,Amanzi,Urban,984,94,
well,Majengo,Sokoto,Urban,170,0,Contaminated: Biological
well,Rural,Akatsi,Rural,220,0,Contaminated: Chemical
well,Rural,Sokoto,Rural,290,0,Clean
well,Rural,Amanzi,Rural,318,0,Contaminated: Chemical
well,Deka,Hawassa,Urban,340,0,Clean
tap_in_home_broken,Rural,Amanzi,Rural,500,0,
well,Rural,Akatsi,Rural,382,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,350,0,Contaminated: Chemical
tap_in_home_broken,Rural,Hawassa,Rural,412,0,
shared_tap,Rural,Amanzi,Rural,386,16,
shared_tap,Rural,Sokoto,Rural,3328,240,
tap_in_home_broken,Zuri,Kilimani,Urban,880,0,
well,Rural,Akatsi,Rural,224,0,Contaminated: Chemical
tap_in_home,Rural,Kilimani,Rural,450,0,
well,Zanzibar,Hawassa,Urban,178,0,Contaminated: Biological
shared_tap,Rural,Sokoto,Rural,326,46,
well,Rural,Kilimani,Rural,160,0,Contaminated: Biological
tap_in_home_broken,Asmara,Amanzi,Urban,422,0,
tap_in_home,Dahabu,Amanzi,Urban,694,0,
well,Rural,Akatsi,Rural,260,0,Clean
well,Rural,Kilimani,Rural,382,0,Clean
tap_in_home,Harare,Kilimani,Urban,352,0,
shared_tap,Rural,Hawassa,Rural,548,62,
tap_in_home_broken,Amina,Amanzi,Urban,754,0,
tap_in_home,Rural,Kilimani,Rural,352,0,
well,Rural,Sokoto,Rural,184,0,Clean
well,Rural,Hawassa,Rural,172,0,Contaminated: Chemical
well,Kofi,Sokoto,Urban,186,0,Contaminated: Chemical
tap_in_home_broken,Rural,Kilimani,Rural,908,0,
tap_in_home_broken,Amina,Amanzi,Urban,380,0,
well,Isiqalo,Kilimani,Urban,278,0,Contaminated: Biological
well,Deka,Hawassa,Urban,264,0,Contaminated: Biological
tap_in_home_broken,Rural,Akatsi,Rural,678,0,
well,Isiqalo,Kilimani,Urban,302,0,Contaminated: Chemical
shared_tap,Rural,Hawassa,Rural,2580,28,
well,Deka,Hawassa,Urban,222,0,Contaminated: Biological
well,Rural,Akatsi,Rural,312,0,Contaminated: Biological
river,Marang,Sokoto,Urban,518,22,
tap_in_home,Rural,Amanzi,Rural,988,0,
well,Rural,Akatsi,Rural,244,0,Clean
river,Zuri,Kilimani,Urban,504,16,
shared_tap,Rural,Hawassa,Rural,2170,26,
well,Rural,Hawassa,Rural,224,0,Contaminated: Biological
tap_in_home_broken,Bello,Amanzi,Urban,570,0,
tap_in_home_broken,Rural,Sokoto,Rural,476,0,
shared_tap,Rural,Sokoto,Rural,3096,30,
well,Kintampo,Akatsi,Urban,368,0,Clean
well,Rural,Kilimani,Rural,306,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,190,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,284,0,Contaminated: Chemical
tap_in_home,Rural,Amanzi,Rural,422,0,
shared_tap,Rural,Hawassa,Rural,3748,240,
tap_in_home,Rural,Kilimani,Rural,316,0,
well,Majengo,Sokoto,Urban,368,0,Clean
well,Ilanga,Sokoto,Urban,174,0,Contaminated: Chemical
tap_in_home_broken,Isiqalo,Kilimani,Urban,488,0,
river,Rural,Sokoto,Rural,834,25,
tap_in_home,Rural,Kilimani,Rural,902,0,
tap_in_home,Rural,Akatsi,Rural,962,0,
well,Rural,Amanzi,Rural,294,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,228,0,Contaminated: Biological
well,Mrembo,Kilimani,Urban,280,0,Contaminated: Chemical
shared_tap,Abidjan,Amanzi,Urban,2894,232,
well,Harare,Kilimani,Urban,320,0,Contaminated: Biological
shared_tap,Rural,Akatsi,Rural,1674,23,
well,Rural,Sokoto,Rural,306,0,Contaminated: Chemical
river,Harare,Kilimani,Urban,726,17,
shared_tap,Rural,Hawassa,Rural,1808,24,
tap_in_home_broken,Amina,Amanzi,Urban,846,0,
tap_in_home_broken,Abidjan,Amanzi,Urban,456,0,
shared_tap,Rural,Kilimani,Rural,3766,240,
tap_in_home,Rural,Amanzi,Rural,740,0,
well,Rural,Sokoto,Rural,186,0,Clean
tap_in_home,Dahabu,Amanzi,Urban,702,0,
well,Rural,Sokoto,Rural,248,0,Contaminated: Biological
shared_tap,Rural,Kilimani,Rural,2388,196,
well,Rural,Hawassa,Rural,358,0,Contaminated: Biological
tap_in_home,Rural,Kilimani,Rural,956,0,
river,Abidjan,Amanzi,Urban,890,11,
tap_in_home,Isiqalo,Kilimani,Urban,582,0,
well,Rural,Kilimani,Rural,276,0,Contaminated: Chemical
well,Isiqalo,Kilimani,Urban,280,0,Contaminated: Chemical
tap_in_home_broken,Bello,Amanzi,Urban,452,0,
tap_in_home,Rural,Akatsi,Rural,830,0,
well,Rural,Kilimani,Rural,270,0,Contaminated: Chemical
tap_in_home,Dahabu,Amanzi,Urban,698,0,
well,Kintampo,Akatsi,Urban,202,0,Clean
tap_in_home,Rural,Akatsi,Rural,318,0,
shared_tap,Rural,Hawassa,Rural,3286,240,
shared_tap,Rural,Kilimani,Rural,3576,240,
well,Rural,Hawassa,Rural,392,0,Contaminated: Biological
tap_in_home,Rural,Akatsi,Rural,316,0,
well,Amina,Hawassa,Urban,330,0,Contaminated: Biological
well,Lusaka,Akatsi,Urban,288,0,Contaminated: Biological
shared_tap,Rural,Kilimani,Rural,2684,217,
well,Rural,Sokoto,Rural,300,0,Contaminated: Chemical
tap_in_home,Rural,Amanzi,Rural,652,0,
shared_tap,Rural,Akatsi,Rural,724,18,
river,Rural,Kilimani,Rural,908,5,
well,Rural,Sokoto,Rural,364,0,Contaminated: Chemical
shared_tap,Rural,Akatsi,Rural,3560,30,
well,Lusaka,Akatsi,Urban,210,0,Contaminated: Chemical
shared_tap,Rural,Kilimani,Rural,3514,240,
well,Ilanga,Sokoto,Urban,394,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,350,0,Contaminated: Biological
well,Rural,Kilimani,Rural,220,0,Contaminated: Chemical
tap_in_home_broken,Rural,Amanzi,Rural,970,0,
well,Rural,Sokoto,Rural,172,0,Contaminated: Chemical
tap_in_home_broken,Rural,Amanzi,Rural,582,0,
river,Rural,Sokoto,Rural,560,15,
well,Rural,Akatsi,Rural,202,0,Contaminated: Chemical
river,Rural,Sokoto,Rural,948,21,
well,Amara,Kilimani,Urban,174,0,Clean
tap_in_home_broken,Rural,Hawassa,Rural,678,0,
tap_in_home,Rural,Hawassa,Rural,380,0,
tap_in_home,Rural,Sokoto,Rural,874,0,
shared_tap,Rural,Akatsi,Rural,3464,240,
well,Rural,Sokoto,Rural,306,0,Contaminated: Biological
river,Zuri,Kilimani,Urban,894,10,
tap_in_home,Amara,Kilimani,Urban,774,0,
well,Rural,Akatsi,Rural,192,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,176,0,Clean
well,Rural,Kilimani,Rural,162,0,Contaminated: Biological
well,Rural,Akatsi,Rural,328,0,Contaminated: Chemical
tap_in_home_broken,Rural,Hawassa,Rural,852,0,
well,Ilanga,Sokoto,Urban,244,0,Clean
tap_in_home,Rural,Hawassa,Rural,848,0,
shared_tap,Rural,Akatsi,Rural,1864,24,
shared_tap,Amina,Hawassa,Urban,3112,240,
tap_in_home,Dahabu,Amanzi,Urban,608,0,
tap_in_home,Marang,Sokoto,Urban,746,0,
well,Rural,Kilimani,Rural,348,0,Contaminated: Biological
well,Bahari,Sokoto,Urban,254,0,Clean
well,Rural,Akatsi,Rural,292,0,Contaminated: Chemical
tap_in_home_broken,Lusaka,Akatsi,Urban,520,0,
well,Rural,Akatsi,Rural,366,0,Contaminated: Chemical
river,Rural,Hawassa,Rural,606,26,
tap_in_home_broken,Amara,Kilimani,Urban,502,0,
well,Mrembo,Kilimani,Urban,254,0,Contaminated: Biological
well,Rural,Akatsi,Rural,206,0,Contaminated: Chemical
shared_tap,Rural,Amanzi,Rural,2086,174,
well,Rural,Kilimani,Rural,280,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,372,0,Clean
well,Harare,Akatsi,Urban,258,0,Contaminated: Biological
tap_in_home,Rural,Akatsi,Rural,574,0,
well,Rural,Akatsi,Rural,354,0,Contaminated: Chemical
well,Marang,Sokoto,Urban,210,0,Contaminated: Chemical
well,Bahari,Sokoto,Urban,386,0,Clean
well,Rural,Kilimani,Rural,184,0,Contaminated: Chemical
well,Lusaka,Akatsi,Urban,370,0,Contaminated: Chemical
well,Rural,Sokoto,Rural,232,0,Contaminated: Chemical
river,Rural,Sokoto,Rural,730,17,
well,Rural,Akatsi,Rural,208,0,Clean
well,Asmara,Amanzi,Urban,286,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,220,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,272,0,Contaminated: Chemical
tap_in_home,Lusaka,Akatsi,Urban,858,0,
shared_tap,Rural,Akatsi,Rural,1402,124,
well,Rural,Hawassa,Rural,362,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,296,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,218,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,298,0,Contaminated: Chemical
tap_in_home,Asmara,Amanzi,Urban,596,0,
shared_tap,Zanzibar,Hawassa,Urban,1208,110,
tap_in_home,Kintampo,Akatsi,Urban,360,0,
tap_in_home_broken,Rural,Hawassa,Rural,954,0,
tap_in_home_broken,Kofi,Sokoto,Urban,484,0,
well,Mrembo,Kilimani,Urban,274,0,Contaminated: Chemical
well,Harare,Akatsi,Urban,348,0,Clean
tap_in_home_broken,Rural,Akatsi,Rural,506,0,
tap_in_home_broken,Asmara,Amanzi,Urban,484,0,
tap_in_home,Lusaka,Akatsi,Urban,416,0,
well,Rural,Hawassa,Rural,330,0,Contaminated: Biological
tap_in_home,Harare,Kilimani,Urban,422,0,
tap_in_home,Rural,Akatsi,Rural,622,0,
tap_in_home,Rural,Kilimani,Rural,324,0,
tap_in_home,Rural,Hawassa,Rural,776,0,
tap_in_home,Kofi,Sokoto,Urban,490,0,
well,Lusaka,Akatsi,Urban,356,0,Contaminated: Chemical
river,Rural,Akatsi,Rural,848,19,
tap_in_home_broken,Rural,Kilimani,Rural,488,0,
tap_in_home,Rural,Amanzi,Rural,836,0,
shared_tap,Rural,Akatsi,Rural,2752,29,
well,Kofi,Sokoto,Urban,292,0,Clean
shared_tap,Rural,Akatsi,Rural,686,72,
shared_tap,Rural,Akatsi,Rural,3354,240,
tap_in_home,Rural,Hawassa,Rural,922,0,
shared_tap,Rural,Amanzi,Rural,3298,240,
shared_tap,Rural,Hawassa,Rural,370,50,
well,Rural,Akatsi,Rural,172,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,338,0,Contaminated: Chemical
river,Zuri,Kilimani,Urban,732,10,
tap_in_home,Rural,Amanzi,Rural,658,0,
well,Rural,Amanzi,Rural,304,0,Clean
well,Serowe,Hawassa,Urban,262,0,Clean
well,Rural,Amanzi,Rural,220,0,Contaminated: Chemical
river,Rural,Sokoto,Rural,564,23,
tap_in_home_broken,Zuri,Kilimani,Urban,646,0,
shared_tap,Rural,Sokoto,Rural,1368,22,
well,Rural,Akatsi,Rural,298,0,Clean
river,Bahari,Sokoto,Urban,952,20,
well,Serowe,Hawassa,Urban,392,0,Clean
well,Rural,Akatsi,Rural,228,0,Clean
well,Rural,Hawassa,Rural,272,0,Contaminated: Chemical
tap_in_home_broken,Bello,Amanzi,Urban,480,0,
tap_in_home,Rural,Hawassa,Rural,748,0,
shared_tap,Rural,Sokoto,Rural,278,16,
well,Rural,Akatsi,Rural,252,0,Clean
well,Bahari,Sokoto,Urban,278,0,Contaminated: Chemical
tap_in_home_broken,Zuri,Kilimani,Urban,330,0,
well,Rural,Kilimani,Rural,282,0,Contaminated: Chemical
tap_in_home,Rural,Kilimani,Rural,622,0,
tap_in_home,Dahabu,Amanzi,Urban,612,0,
river,Ilanga,Sokoto,Urban,486,12,
well,Serowe,Hawassa,Urban,168,0,Contaminated: Biological
tap_in_home_broken,Kintampo,Akatsi,Urban,944,0,
well,Rural,Kilimani,Rural,224,0,Contaminated: Biological
tap_in_home_broken,Bahari,Sokoto,Urban,368,0,
tap_in_home_broken,Amina,Amanzi,Urban,508,0,
well,Rural,Amanzi,Rural,342,0,Contaminated: Chemical
well,Mrembo,Kilimani,Urban,348,0,Contaminated: Biological
river,Rural,Sokoto,Rural,466,25,
shared_tap,Rural,Kilimani,Rural,3378,30,
shared_tap,Rural,Hawassa,Rural,2360,194,
well,Yaounde,Hawassa,Urban,246,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,392,0,Contaminated: Chemical
river,Majengo,Sokoto,Urban,710,14,
river,Zuri,Kilimani,Urban,442,16,
tap_in_home_broken,Rural,Hawassa,Rural,394,0,
well,Rural,Akatsi,Rural,212,0,Contaminated: Chemical
well,Rural,Sokoto,Rural,260,0,Contaminated: Biological
well,Rural,Akatsi,Rural,364,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,294,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,214,0,Contaminated: Chemical
tap_in_home_broken,Rural,Sokoto,Rural,392,0,
river,Rural,Hawassa,Rural,478,6,
tap_in_home_broken,Rural,Kilimani,Rural,634,0,
well,Marang,Sokoto,Urban,228,0,Clean
well,Rural,Amanzi,Rural,216,0,Clean
shared_tap,Isiqalo,Kilimani,Urban,3382,30,
well,Marang,Sokoto,Urban,160,0,Clean
tap_in_home,Kintampo,Akatsi,Urban,858,0,
well,Mrembo,Kilimani,Urban,360,0,Clean
well,Rural,Kilimani,Rural,276,0,Clean
tap_in_home_broken,Rural,Akatsi,Rural,602,0,
tap_in_home_broken,Asmara,Amanzi,Urban,684,0,
shared_tap,Rural,Akatsi,Rural,1488,22,
well,Rural,Hawassa,Rural,296,0,Contaminated: Chemical
shared_tap,Rural,Kilimani,Rural,2360,27,
tap_in_home,Yaounde,Hawassa,Urban,392,0,
well,Rural,Hawassa,Rural,244,0,Contaminated: Biological
well,Rural,Akatsi,Rural,320,0,Clean
well,Rural,Akatsi,Rural,222,0,Contaminated: Biological
shared_tap,Rural,Akatsi,Rural,2772,223,
shared_tap,Rural,Kilimani,Rural,3734,30,
well,Kintampo,Akatsi,Urban,264,0,Clean
tap_in_home,Bahari,Sokoto,Urban,800,0,
well,Rural,Kilimani,Rural,370,0,Contaminated: Chemical
shared_tap,Rural,Kilimani,Rural,538,62,
well,Rural,Akatsi,Rural,282,0,Contaminated: Chemical
tap_in_home_broken,Rural,Kilimani,Rural,966,0,
shared_tap,Rural,Kilimani,Rural,3300,30,
shared_tap,Rural,Kilimani,Rural,1536,22,
river,Rural,Sokoto,Rural,954,22,
tap_in_home_broken,Rural,Kilimani,Rural,768,0,
well,Rural,Sokoto,Rural,390,0,Clean
well,Rural,Akatsi,Rural,308,0,Contaminated: Chemical
well,Mrembo,Kilimani,Urban,266,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,332,0,Contaminated: Chemical
river,Rural,Hawassa,Rural,456,29,
well,Rural,Hawassa,Rural,272,0,Contaminated: Biological
tap_in_home_broken,Lusaka,Akatsi,Urban,488,0,
well,Rural,Kilimani,Rural,218,0,Contaminated: Chemical
well,Rural,Hawassa,Rural,220,0,Contaminated: Chemical
tap_in_home,Kofi,Sokoto,Urban,708,0,
well,Mrembo,Kilimani,Urban,264,0,Clean
well,Harare,Kilimani,Urban,356,0,Contaminated: Biological
well,Rural,Kilimani,Rural,346,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,222,0,Clean
well,Rural,Akatsi,Rural,364,0,Contaminated: Chemical
tap_in_home_broken,Asmara,Amanzi,Urban,638,0,
tap_in_home,Amara,Kilimani,Urban,736,0,
tap_in_home,Dahabu,Amanzi,Urban,486,0,
tap_in_home,Dahabu,Amanzi,Urban,734,0,
well,Rural,Sokoto,Rural,264,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,204,0,Clean
well,Rural,Sokoto,Rural,230,0,Contaminated: Chemical
tap_in_home_broken,Lusaka,Akatsi,Urban,446,0,
well,Cheche,Sokoto,Urban,352,0,Contaminated: Chemical
well,Rural,Kilimani,Rural,164,0,Clean
shared_tap,Dahabu,Amanzi,Urban,1372,122,
tap_in_home_broken,Rural,Amanzi,Rural,546,0,
well,Rural,Akatsi,Rural,242,0,Contaminated: Chemical
well,Marang,Sokoto,Urban,162,0,Contaminated: Chemical
river,Rural,Hawassa,Rural,950,21,
river,Djenne,Hawassa,Urban,808,11,
tap_in_home_broken,Ilanga,Sokoto,Urban,680,0,
well,Isiqalo,Kilimani,Urban,316,0,Contaminated: Biological
tap_in_home,Amara,Kilimani,Urban,984,0,
well,Rural,Kilimani,Rural,296,0,Contaminated: Biological
well,Lusaka,Akatsi,Urban,340,0,Contaminated: Chemical
tap_in_home,Pwani,Amanzi,Urban,836,0,
well,Djenne,Hawassa,Urban,176,0,Contaminated: Chemical
shared_tap,Rural,Hawassa,Rural,1152,106,
well,Lusaka,Akatsi,Urban,212,0,Clean
shared_tap,Pwani,Amanzi,Urban,1280,21,
well,Amina,Hawassa,Urban,212,0,Contaminated: Chemical
tap_in_home,Cheche,Sokoto,Urban,988,0,
tap_in_home_broken,Ilanga,Sokoto,Urban,964,0,
well,Rural,Akatsi,Rural,288,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,180,0,Contaminated: Biological
well,Pwani,Amanzi,Urban,398,0,Clean
well,Rural,Sokoto,Rural,342,0,Contaminated: Biological
well,Ilanga,Sokoto,Urban,218,0,Contaminated: Chemical
well,Rural,Akatsi,Rural,278,0,Contaminated: Biological
tap_in_home,Rural,Sokoto,Rural,872,0,
well,Rural,Kilimani,Rural,198,0,Contaminated: Biological
well,Pwani,Amanzi,Urban,164,0,Clean
tap_in_home,Asmara,Amanzi,Urban,372,0,
well,Rural,Akatsi,Rural,184,0,Clean
tap_in_home,Marang,Sokoto,Urban,312,0,
shared_tap,Rural,Sokoto,Rural,2612,212,
river,Ilanga,Sokoto,Urban,536,25,
well,Rural,Sokoto,Rural,266,0,Contaminated: Chemical
shared_tap,Rural,Sokoto,Rural,2234,185,
shared_tap,Rural,Kilimani,Rural,2606,28,
well,Rural,Sokoto,Rural,170,0,Clean
well,Rural,Kilimani,Rural,248,0,Contaminated: Chemical
tap_in_home,Rural,Hawassa,Rural,974,0,
well,Abidjan,Amanzi,Urban,270,0,Clean
well,Rural,Kilimani,Rural,390,0,Contaminated: Biological
tap_in_home,Abidjan,Amanzi,Urban,548,0,
well,Rural,Hawassa,Rural,328,0,Contaminated: Biological
well,Rural,Sokoto,Rural,380,0,Contaminated: Chemical
well,Isiqalo,Kilimani,Urban,212,0,Clean
tap_in_home_broken,Rural,Hawassa,Rural,620,0,
river,Rural,Sokoto,Rural,662,9,
shared_tap,Rural,Amanzi,Rural,756,78,
tap_in_home,Rural,Akatsi,Rural,822,0,
well,Rural,Sokoto,Rural,304,0,Contaminated: Biological
river,Rural,Kilimani,Rural,412,6,
tap_in_home,Rural,Kilimani,Rural,878,0,
tap_in_home_broken,Rural,Amanzi,Rural,814,0,
tap_in_home,Bahari,Sokoto,Urban,366,0,
shared_tap,Rural,Sokoto,Rural,2474,202,
